"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.40","43.67","TORONTO CITY","6158355","2024-01-11","2024","01","11","","2.8","","0.6","","1.7","","16.3","","0.0","","","","","","3.3","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-01-12","2024","01","12","","3.9","","-0.1","","1.9","","16.1","","0.0","","","","","","11.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-01-13","2024","01","13","","6.8","","-2.9","","1.9","","16.1","","0.0","","","","","","3.3","","1","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-01-14","2024","01","14","","-2.5","","-11.2","","-6.8","","24.8","","0.0","","","","","","0.1","","0","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-01-15","2024","01","15","","-7.1","","-12.5","","-9.8","","27.8","","0.0","","","","","","0.0","","1","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-01-16","2024","01","16","","-6.3","","-10.9","","-8.6","","26.6","","0.0","","","","","","0.9","","1","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-01-17","2024","01","17","","-7.4","","-14.2","","-10.8","","28.8","","0.0","","","","","","0.0","","1","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-01-18","2024","01","18","","-2.8","","-7.6","","-5.2","","23.2","","0.0","","","","","","0.0","","2","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-01-19","2024","01","19","","-4.9","","-13.8","","-9.4","","27.4","","0.0","","","","","","0.0","","1","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-01-20","2024","01","20","","-7.0","","-14.1","","-10.5","","28.5","","0.0","","","","","","0.0","","2","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-01-21","2024","01","21","","-1.4","","-10.7","","-6.0","","24.0","","0.0","","","","","","0.0","","2","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-01-22","2024","01","22","","-0.2","","-5.8","","-3.0","","21.0","","0.0","","","","","","0.7","","2","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-01-23","2024","01","23","","2.4","","-0.3","","1.1","","16.9","","0.0","","","","","","8.1","","2","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-01-24","2024","01","24","","3.0","","0.9","","1.9","","16.1","","0.0","","","","","","7.2","","2","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-01-25","2024","01","25","","4.1","","2.0","","3.0","","15.0","","0.0","","","","","","0.0","","0","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-01-26","2024","01","26","","6.1","","2.1","","4.1","","13.9","","0.0","","","","","","17.6","","0","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-01-27","2024","01","27","","4.0","","1.6","","2.8","","15.2","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-01-28","2024","01","28","","3.7","","1.7","","2.7","","15.3","","0.0","","","","","","0.2","","0","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-01-29","2024","01","29","","3.6","","0.1","","1.8","","16.2","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-01-30","2024","01","30","","3.2","","0.7","","2.0","","16.0","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-01-31","2024","01","31","","5.6","","2.4","","4.0","","14.0","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-01","2024","02","01","","5.2","","3.0","","4.1","","13.9","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-02","2024","02","02","","4.8","","-1.4","","1.7","","16.3","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-03","2024","02","03","","3.0","","-2.7","","0.2","","17.8","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-04","2024","02","04","","5.1","","-4.0","","0.5","","17.5","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-05","2024","02","05","","3.1","","-0.5","","1.3","","16.7","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-06","2024","02","06","","4.0","","-1.2","","1.4","","16.6","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-07","2024","02","07","","4.3","","0.7","","2.5","","15.5","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-08","2024","02","08","","8.6","","1.3","","5.0","","13.0","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-09","2024","02","09","","15.4","","6.5","","11.0","","7.0","","0.0","","","","","","0.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-10","2024","02","10","","11.4","","3.8","","7.6","","10.4","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-11","2024","02","11","","3.9","","1.9","","2.9","","15.1","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-12","2024","02","12","","3.9","","-0.3","","1.8","","16.2","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-13","2024","02","13","","4.9","","-5.3","","-0.2","","18.2","","0.0","","","","","","0.1","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-14","2024","02","14","","0.2","","-6.9","","-3.4","","21.4","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-15","2024","02","15","","1.2","","-3.7","","-1.2","","19.2","","0.0","","","","","","6.4","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-16","2024","02","16","","0.6","","-3.5","","-1.4","","19.4","","0.0","","","","","","0.0","","8","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-17","2024","02","17","","-2.4","","-6.9","","-4.7","","22.7","","0.0","","","","","","0.1","","5","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-18","2024","02","18","","0.9","","-5.6","","-2.4","","20.4","","0.0","","","","","","0.1","","4","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-19","2024","02","19","","-1.1","","-9.0","","-5.1","","23.1","","0.0","","","","","","0.0","","3","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-20","2024","02","20","","3.7","","-4.5","","-0.4","","18.4","","0.0","","","","","","0.0","","3","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-21","2024","02","21","","9.7","","0.9","","5.3","","12.7","","0.0","","","","","","0.0","","0","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-22","2024","02","22","","10.7","","4.5","","7.6","","10.4","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-23","2024","02","23","","11.0","","-7.2","","1.9","","16.1","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-24","2024","02","24","","-3.8","","-11.9","","-7.8","","25.8","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-25","2024","02","25","","5.9","","-4.4","","0.8","","17.2","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-26","2024","02","26","","8.9","","1.6","","5.2","","12.8","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-27","2024","02","27","","13.0","","3.4","","8.2","","9.8","","0.0","","","","","","17.9","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-28","2024","02","28","","15.2","","-4.6","","5.3","","12.7","","0.0","","","","","","7.3","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-02-29","2024","02","29","","-1.1","","-5.9","","-3.5","","21.5","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-03-01","2024","03","01","","8.5","","-2.9","","2.8","","15.2","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-03-02","2024","03","02","","7.0","","5.3","","6.1","","11.9","","0.0","","","","","","0.3","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-03-03","2024","03","03","","7.6","","5.3","","6.4","","11.6","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-03-04","2024","03","04","","14.2","","5.1","","9.6","","8.4","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-03-05","2024","03","05","","16.2","","7.8","","12.0","","6.0","","0.0","","","","","","1.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-03-06","2024","03","06","","9.1","","4.1","","6.6","","11.4","","0.0","","","","","","0.1","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-03-07","2024","03","07","","10.2","","2.6","","6.4","","11.6","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-03-08","2024","03","08","","8.4","","3.8","","6.1","","11.9","","0.0","","","","","","0.7","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-03-09","2024","03","09","","8.6","","4.4","","6.5","","11.5","","0.0","","","","","","13.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-03-10","2024","03","10","","4.7","","-1.2","","1.7","","16.3","","0.0","","","","","","0.1","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-03-11","2024","03","11","","8.4","","-0.8","","3.8","","14.2","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-03-12","2024","03","12","","14.0","","2.6","","8.3","","9.7","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-03-13","2024","03","13","","21.1","","5.9","","13.5","","4.5","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-03-14","2024","03","14","","10.6","","6.4","","8.5","","9.5","","0.0","","","","","","17.1","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-03-15","2024","03","15","","11.8","","2.2","","7.0","","11.0","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-03-16","2024","03","16","","9.2","","1.3","","5.2","","12.8","","0.0","","","","","","1.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-03-17","2024","03","17","","7.3","","-0.2","","3.6","","14.4","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-03-18","2024","03","18","","3.1","","-1.3","","0.9","","17.1","","0.0","","","","","","0.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-03-19","2024","03","19","","2.1","","-0.9","","0.6","","17.4","","0.0","","","","","","2.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-03-20","2024","03","20","","2.5","","-4.3","","-0.9","","18.9","","0.0","","","","","","0.9","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-03-21","2024","03","21","","0.1","","-5.6","","-2.8","","20.8","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-03-22","2024","03","22","","-2.2","","-5.6","","-3.9","","21.9","","0.0","","","","","","9.9","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-03-23","2024","03","23","","2.9","","-6.6","","-1.9","","19.9","","0.0","","","","","","0.1","","10","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-03-24","2024","03","24","","0.5","","-5.4","","-2.4","","20.4","","0.0","","","","","","0.0","","2","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-03-25","2024","03","25","","7.7","","0.2","","4.0","","14.0","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-03-26","2024","03","26","","9.0","","6.2","","7.6","","10.4","","0.0","","","","","","4.7","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2024-03-27","2024","03","27","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-03-28","2024","03","28","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-03-29","2024","03","29","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-03-30","2024","03","30","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-03-31","2024","03","31","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-01","2024","04","01","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-02","2024","04","02","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-03","2024","04","03","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-04","2024","04","04","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-05","2024","04","05","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-06","2024","04","06","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-07","2024","04","07","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-08","2024","04","08","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-09","2024","04","09","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-10","2024","04","10","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-11","2024","04","11","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-12","2024","04","12","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-13","2024","04","13","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-14","2024","04","14","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-15","2024","04","15","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-16","2024","04","16","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-17","2024","04","17","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-18","2024","04","18","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-19","2024","04","19","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-20","2024","04","20","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-21","2024","04","21","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-22","2024","04","22","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-23","2024","04","23","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-24","2024","04","24","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-25","2024","04","25","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-26","2024","04","26","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-27","2024","04","27","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-28","2024","04","28","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-29","2024","04","29","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-04-30","2024","04","30","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-01","2024","05","01","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-02","2024","05","02","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-03","2024","05","03","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-04","2024","05","04","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-05","2024","05","05","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-06","2024","05","06","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-07","2024","05","07","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-08","2024","05","08","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-09","2024","05","09","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-10","2024","05","10","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-11","2024","05","11","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-12","2024","05","12","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-13","2024","05","13","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-14","2024","05","14","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-15","2024","05","15","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-16","2024","05","16","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-17","2024","05","17","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-18","2024","05","18","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-19","2024","05","19","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-20","2024","05","20","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-21","2024","05","21","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-22","2024","05","22","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-23","2024","05","23","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-24","2024","05","24","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-25","2024","05","25","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-26","2024","05","26","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-27","2024","05","27","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-28","2024","05","28","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-29","2024","05","29","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-30","2024","05","30","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-05-31","2024","05","31","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-01","2024","06","01","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-02","2024","06","02","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-03","2024","06","03","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-04","2024","06","04","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-05","2024","06","05","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-06","2024","06","06","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-07","2024","06","07","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-08","2024","06","08","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-09","2024","06","09","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-10","2024","06","10","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-11","2024","06","11","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-12","2024","06","12","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-13","2024","06","13","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-14","2024","06","14","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-15","2024","06","15","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-16","2024","06","16","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-17","2024","06","17","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-18","2024","06","18","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-19","2024","06","19","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-20","2024","06","20","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-21","2024","06","21","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-22","2024","06","22","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-23","2024","06","23","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-24","2024","06","24","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-25","2024","06","25","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-26","2024","06","26","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-27","2024","06","27","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-28","2024","06","28","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-29","2024","06","29","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-06-30","2024","06","30","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-07-01","2024","07","01","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-07-02","2024","07","02","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-07-03","2024","07","03","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-07-04","2024","07","04","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-07-05","2024","07","05","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-07-06","2024","07","06","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2024-07-07","2024","07","07","","","","","","","","","","","","","","","","","","","","","","",""
